NC_029517.1	115735891	115735892	NC_029517.1	rtracklayer	promoter	115734564	115737863	.	+	.	tx_name=XM_015856167.2;gene_id=OSR2;ID=XM_015856167.2
NC_029525.1	18179132	18179133	NC_029525.1	rtracklayer	promoter	18176361	18179660	.	+	.	tx_name=XM_015873472.2;gene_id=SEMA4B;ID=XM_015873472.2
NC_029525.1	18179142	18179143	NC_029525.1	rtracklayer	promoter	18176361	18179660	.	+	.	tx_name=XM_015873472.2;gene_id=SEMA4B;ID=XM_015873472.2
NC_029525.1	18179154	18179155	NC_029525.1	rtracklayer	promoter	18176361	18179660	.	+	.	tx_name=XM_015873472.2;gene_id=SEMA4B;ID=XM_015873472.2
NC_029525.1	18179160	18179161	NC_029525.1	rtracklayer	promoter	18176361	18179660	.	+	.	tx_name=XM_015873472.2;gene_id=SEMA4B;ID=XM_015873472.2
NC_029525.1	18179162	18179163	NC_029525.1	rtracklayer	promoter	18176361	18179660	.	+	.	tx_name=XM_015873472.2;gene_id=SEMA4B;ID=XM_015873472.2
NC_029525.1	18179167	18179168	NC_029525.1	rtracklayer	promoter	18176361	18179660	.	+	.	tx_name=XM_015873472.2;gene_id=SEMA4B;ID=XM_015873472.2
NC_029525.1	18179168	18179169	NC_029525.1	rtracklayer	promoter	18176361	18179660	.	+	.	tx_name=XM_015873472.2;gene_id=SEMA4B;ID=XM_015873472.2
NC_029525.1	18179170	18179171	NC_029525.1	rtracklayer	promoter	18176361	18179660	.	+	.	tx_name=XM_015873472.2;gene_id=SEMA4B;ID=XM_015873472.2
NC_029525.1	18179171	18179172	NC_029525.1	rtracklayer	promoter	18176361	18179660	.	+	.	tx_name=XM_015873472.2;gene_id=SEMA4B;ID=XM_015873472.2
NC_029525.1	18179175	18179176	NC_029525.1	rtracklayer	promoter	18176361	18179660	.	+	.	tx_name=XM_015873472.2;gene_id=SEMA4B;ID=XM_015873472.2
NC_029525.1	18179176	18179177	NC_029525.1	rtracklayer	promoter	18176361	18179660	.	+	.	tx_name=XM_015873472.2;gene_id=SEMA4B;ID=XM_015873472.2
NC_029527.1	2002606	2002607	NC_029527.1	rtracklayer	promoter	2001638	2004937	.	+	.	tx_name=XM_015874655.2;gene_id=GNAT1;ID=XM_015874655.2
NC_029527.1	2002656	2002657	NC_029527.1	rtracklayer	promoter	2001638	2004937	.	+	.	tx_name=XM_015874655.2;gene_id=GNAT1;ID=XM_015874655.2
NC_029527.1	2002680	2002681	NC_029527.1	rtracklayer	promoter	2001638	2004937	.	+	.	tx_name=XM_015874655.2;gene_id=GNAT1;ID=XM_015874655.2
NC_029527.1	8056793	8056794	NC_029527.1	rtracklayer	promoter	8053937	8057236	.	+	.	tx_name=XM_015875087.2;gene_id=CHST13;ID=XM_015875087.2
NC_029527.1	9110256	9110257	NC_029527.1	rtracklayer	promoter	9107192	9110491	.	+	.	tx_name=XM_032447296.1;gene_id=LOC116654022;ID=XM_032447296.1
NC_029527.1	9110256	9110257	NC_029527.1	rtracklayer	promoter	9108001	9111300	.	+	.	tx_name=XM_032447247.1;gene_id=SLC6A8;ID=XM_032447247.1
NC_029527.1	9173963	9173964	NC_029527.1	rtracklayer	promoter	9173529	9176828	.	-	.	tx_name=XM_015875031.2;gene_id=WDR6;ID=XM_015875031.2
NC_029529.1	11377275	11377276	NC_029529.1	rtracklayer	promoter	11376413	11379712	.	+	.	tx_name=XM_015877185.2;gene_id=XPO6;ID=XM_015877185.2
NC_029529.1	11377275	11377276	NC_029529.1	rtracklayer	promoter	11376413	11379712	.	+	.	tx_name=XM_015877186.2;gene_id=XPO6;ID=XM_015877186.2
NC_029529.1	11377275	11377276	NC_029529.1	rtracklayer	promoter	11376991	11380290	.	-	.	tx_name=XM_015877440.2;gene_id=SBK1;ID=XM_015877440.2
NC_029530.1	9871195	9871196	NC_029530.1	rtracklayer	promoter	9868520	9871819	.	-	.	tx_name=XM_015877668.2;gene_id=CABP7;ID=XM_015877668.2
NC_029533.1	5445570	5445571	NC_029533.1	rtracklayer	promoter	5442533	5445832	.	+	.	tx_name=XR_001558852.2;gene_id=LOC107322215;ID=XR_001558852.2
NC_029533.1	5445570	5445571	NC_029533.1	rtracklayer	promoter	5442533	5445832	.	+	.	tx_name=XR_001558855.2;gene_id=LOC107322215;ID=XR_001558855.2
NC_029533.1	5445570	5445571	NC_029533.1	rtracklayer	promoter	5442533	5445832	.	+	.	tx_name=XR_001558856.2;gene_id=LOC107322215;ID=XR_001558856.2
NC_029533.1	5445570	5445571	NC_029533.1	rtracklayer	promoter	5442533	5445832	.	+	.	tx_name=XR_001558862.2;gene_id=LOC107322215;ID=XR_001558862.2
NC_029533.1	5445570	5445571	NC_029533.1	rtracklayer	promoter	5442533	5445832	.	+	.	tx_name=XR_004309186.1;gene_id=LOC107322215;ID=XR_004309186.1
NC_029533.1	5445570	5445571	NC_029533.1	rtracklayer	promoter	5442533	5445832	.	+	.	tx_name=XR_004309189.1;gene_id=LOC107322215;ID=XR_004309189.1
NC_029533.1	5445570	5445571	NC_029533.1	rtracklayer	promoter	5442533	5445832	.	+	.	tx_name=XR_004309190.1;gene_id=LOC107322215;ID=XR_004309190.1
NC_029533.1	5445570	5445571	NC_029533.1	rtracklayer	promoter	5442533	5445832	.	+	.	tx_name=XR_004309191.1;gene_id=LOC107322215;ID=XR_004309191.1
NC_029533.1	5445570	5445571	NC_029533.1	rtracklayer	promoter	5442533	5445832	.	+	.	tx_name=XR_004309194.1;gene_id=LOC107322215;ID=XR_004309194.1
NC_029533.1	5445570	5445571	NC_029533.1	rtracklayer	promoter	5442533	5445832	.	+	.	tx_name=XR_004309196.1;gene_id=LOC107322215;ID=XR_004309196.1
NC_029533.1	5445570	5445571	NC_029533.1	rtracklayer	promoter	5442533	5445832	.	+	.	tx_name=XR_004309198.1;gene_id=LOC107322215;ID=XR_004309198.1
NC_029533.1	5445570	5445571	NC_029533.1	rtracklayer	promoter	5442533	5445832	.	+	.	tx_name=XR_004309199.1;gene_id=LOC107322215;ID=XR_004309199.1
NC_029533.1	5445570	5445571	NC_029533.1	rtracklayer	promoter	5442533	5445832	.	+	.	tx_name=XR_004309200.1;gene_id=LOC107322215;ID=XR_004309200.1
NC_029533.1	5445570	5445571	NC_029533.1	rtracklayer	promoter	5442533	5445832	.	+	.	tx_name=XR_004309187.1;gene_id=LOC107322215;ID=XR_004309187.1
NC_029533.1	5445570	5445571	NC_029533.1	rtracklayer	promoter	5442533	5445832	.	+	.	tx_name=XR_004309192.1;gene_id=LOC107322215;ID=XR_004309192.1
NC_029533.1	5445570	5445571	NC_029533.1	rtracklayer	promoter	5442533	5445832	.	+	.	tx_name=XR_004309193.1;gene_id=LOC107322215;ID=XR_004309193.1
NC_029533.1	5445570	5445571	NC_029533.1	rtracklayer	promoter	5442533	5445832	.	+	.	tx_name=XR_004309188.1;gene_id=LOC107322215;ID=XR_004309188.1
NC_029533.1	5445570	5445571	NC_029533.1	rtracklayer	promoter	5442533	5445832	.	+	.	tx_name=XR_004309195.1;gene_id=LOC107322215;ID=XR_004309195.1
NC_029533.1	5445570	5445571	NC_029533.1	rtracklayer	promoter	5442533	5445832	.	+	.	tx_name=XR_004309197.1;gene_id=LOC107322215;ID=XR_004309197.1
NC_029533.1	5445570	5445571	NC_029533.1	rtracklayer	promoter	5442533	5445832	.	+	.	tx_name=XR_004309201.1;gene_id=LOC107322215;ID=XR_004309201.1
NC_029533.1	5445578	5445579	NC_029533.1	rtracklayer	promoter	5442533	5445832	.	+	.	tx_name=XR_001558852.2;gene_id=LOC107322215;ID=XR_001558852.2
NC_029533.1	5445578	5445579	NC_029533.1	rtracklayer	promoter	5442533	5445832	.	+	.	tx_name=XR_001558855.2;gene_id=LOC107322215;ID=XR_001558855.2
NC_029533.1	5445578	5445579	NC_029533.1	rtracklayer	promoter	5442533	5445832	.	+	.	tx_name=XR_001558856.2;gene_id=LOC107322215;ID=XR_001558856.2
NC_029533.1	5445578	5445579	NC_029533.1	rtracklayer	promoter	5442533	5445832	.	+	.	tx_name=XR_001558862.2;gene_id=LOC107322215;ID=XR_001558862.2
NC_029533.1	5445578	5445579	NC_029533.1	rtracklayer	promoter	5442533	5445832	.	+	.	tx_name=XR_004309186.1;gene_id=LOC107322215;ID=XR_004309186.1
NC_029533.1	5445578	5445579	NC_029533.1	rtracklayer	promoter	5442533	5445832	.	+	.	tx_name=XR_004309189.1;gene_id=LOC107322215;ID=XR_004309189.1
NC_029533.1	5445578	5445579	NC_029533.1	rtracklayer	promoter	5442533	5445832	.	+	.	tx_name=XR_004309190.1;gene_id=LOC107322215;ID=XR_004309190.1
NC_029533.1	5445578	5445579	NC_029533.1	rtracklayer	promoter	5442533	5445832	.	+	.	tx_name=XR_004309191.1;gene_id=LOC107322215;ID=XR_004309191.1
NC_029533.1	5445578	5445579	NC_029533.1	rtracklayer	promoter	5442533	5445832	.	+	.	tx_name=XR_004309194.1;gene_id=LOC107322215;ID=XR_004309194.1
NC_029533.1	5445578	5445579	NC_029533.1	rtracklayer	promoter	5442533	5445832	.	+	.	tx_name=XR_004309196.1;gene_id=LOC107322215;ID=XR_004309196.1
NC_029533.1	5445578	5445579	NC_029533.1	rtracklayer	promoter	5442533	5445832	.	+	.	tx_name=XR_004309198.1;gene_id=LOC107322215;ID=XR_004309198.1
NC_029533.1	5445578	5445579	NC_029533.1	rtracklayer	promoter	5442533	5445832	.	+	.	tx_name=XR_004309199.1;gene_id=LOC107322215;ID=XR_004309199.1
NC_029533.1	5445578	5445579	NC_029533.1	rtracklayer	promoter	5442533	5445832	.	+	.	tx_name=XR_004309200.1;gene_id=LOC107322215;ID=XR_004309200.1
NC_029533.1	5445578	5445579	NC_029533.1	rtracklayer	promoter	5442533	5445832	.	+	.	tx_name=XR_004309187.1;gene_id=LOC107322215;ID=XR_004309187.1
NC_029533.1	5445578	5445579	NC_029533.1	rtracklayer	promoter	5442533	5445832	.	+	.	tx_name=XR_004309192.1;gene_id=LOC107322215;ID=XR_004309192.1
NC_029533.1	5445578	5445579	NC_029533.1	rtracklayer	promoter	5442533	5445832	.	+	.	tx_name=XR_004309193.1;gene_id=LOC107322215;ID=XR_004309193.1
NC_029533.1	5445578	5445579	NC_029533.1	rtracklayer	promoter	5442533	5445832	.	+	.	tx_name=XR_004309188.1;gene_id=LOC107322215;ID=XR_004309188.1
NC_029533.1	5445578	5445579	NC_029533.1	rtracklayer	promoter	5442533	5445832	.	+	.	tx_name=XR_004309195.1;gene_id=LOC107322215;ID=XR_004309195.1
NC_029533.1	5445578	5445579	NC_029533.1	rtracklayer	promoter	5442533	5445832	.	+	.	tx_name=XR_004309197.1;gene_id=LOC107322215;ID=XR_004309197.1
NC_029533.1	5445578	5445579	NC_029533.1	rtracklayer	promoter	5442533	5445832	.	+	.	tx_name=XR_004309201.1;gene_id=LOC107322215;ID=XR_004309201.1
NC_029533.1	5445579	5445580	NC_029533.1	rtracklayer	promoter	5442533	5445832	.	+	.	tx_name=XR_001558852.2;gene_id=LOC107322215;ID=XR_001558852.2
NC_029533.1	5445579	5445580	NC_029533.1	rtracklayer	promoter	5442533	5445832	.	+	.	tx_name=XR_001558855.2;gene_id=LOC107322215;ID=XR_001558855.2
NC_029533.1	5445579	5445580	NC_029533.1	rtracklayer	promoter	5442533	5445832	.	+	.	tx_name=XR_001558856.2;gene_id=LOC107322215;ID=XR_001558856.2
NC_029533.1	5445579	5445580	NC_029533.1	rtracklayer	promoter	5442533	5445832	.	+	.	tx_name=XR_001558862.2;gene_id=LOC107322215;ID=XR_001558862.2
NC_029533.1	5445579	5445580	NC_029533.1	rtracklayer	promoter	5442533	5445832	.	+	.	tx_name=XR_004309186.1;gene_id=LOC107322215;ID=XR_004309186.1
NC_029533.1	5445579	5445580	NC_029533.1	rtracklayer	promoter	5442533	5445832	.	+	.	tx_name=XR_004309189.1;gene_id=LOC107322215;ID=XR_004309189.1
NC_029533.1	5445579	5445580	NC_029533.1	rtracklayer	promoter	5442533	5445832	.	+	.	tx_name=XR_004309190.1;gene_id=LOC107322215;ID=XR_004309190.1
NC_029533.1	5445579	5445580	NC_029533.1	rtracklayer	promoter	5442533	5445832	.	+	.	tx_name=XR_004309191.1;gene_id=LOC107322215;ID=XR_004309191.1
NC_029533.1	5445579	5445580	NC_029533.1	rtracklayer	promoter	5442533	5445832	.	+	.	tx_name=XR_004309194.1;gene_id=LOC107322215;ID=XR_004309194.1
NC_029533.1	5445579	5445580	NC_029533.1	rtracklayer	promoter	5442533	5445832	.	+	.	tx_name=XR_004309196.1;gene_id=LOC107322215;ID=XR_004309196.1
NC_029533.1	5445579	5445580	NC_029533.1	rtracklayer	promoter	5442533	5445832	.	+	.	tx_name=XR_004309198.1;gene_id=LOC107322215;ID=XR_004309198.1
NC_029533.1	5445579	5445580	NC_029533.1	rtracklayer	promoter	5442533	5445832	.	+	.	tx_name=XR_004309199.1;gene_id=LOC107322215;ID=XR_004309199.1
NC_029533.1	5445579	5445580	NC_029533.1	rtracklayer	promoter	5442533	5445832	.	+	.	tx_name=XR_004309200.1;gene_id=LOC107322215;ID=XR_004309200.1
NC_029533.1	5445579	5445580	NC_029533.1	rtracklayer	promoter	5442533	5445832	.	+	.	tx_name=XR_004309187.1;gene_id=LOC107322215;ID=XR_004309187.1
NC_029533.1	5445579	5445580	NC_029533.1	rtracklayer	promoter	5442533	5445832	.	+	.	tx_name=XR_004309192.1;gene_id=LOC107322215;ID=XR_004309192.1
NC_029533.1	5445579	5445580	NC_029533.1	rtracklayer	promoter	5442533	5445832	.	+	.	tx_name=XR_004309193.1;gene_id=LOC107322215;ID=XR_004309193.1
NC_029533.1	5445579	5445580	NC_029533.1	rtracklayer	promoter	5442533	5445832	.	+	.	tx_name=XR_004309188.1;gene_id=LOC107322215;ID=XR_004309188.1
NC_029533.1	5445579	5445580	NC_029533.1	rtracklayer	promoter	5442533	5445832	.	+	.	tx_name=XR_004309195.1;gene_id=LOC107322215;ID=XR_004309195.1
NC_029533.1	5445579	5445580	NC_029533.1	rtracklayer	promoter	5442533	5445832	.	+	.	tx_name=XR_004309197.1;gene_id=LOC107322215;ID=XR_004309197.1
NC_029533.1	5445579	5445580	NC_029533.1	rtracklayer	promoter	5442533	5445832	.	+	.	tx_name=XR_004309201.1;gene_id=LOC107322215;ID=XR_004309201.1
NC_029533.1	5445585	5445586	NC_029533.1	rtracklayer	promoter	5442533	5445832	.	+	.	tx_name=XR_001558852.2;gene_id=LOC107322215;ID=XR_001558852.2
NC_029533.1	5445585	5445586	NC_029533.1	rtracklayer	promoter	5442533	5445832	.	+	.	tx_name=XR_001558855.2;gene_id=LOC107322215;ID=XR_001558855.2
NC_029533.1	5445585	5445586	NC_029533.1	rtracklayer	promoter	5442533	5445832	.	+	.	tx_name=XR_001558856.2;gene_id=LOC107322215;ID=XR_001558856.2
NC_029533.1	5445585	5445586	NC_029533.1	rtracklayer	promoter	5442533	5445832	.	+	.	tx_name=XR_001558862.2;gene_id=LOC107322215;ID=XR_001558862.2
NC_029533.1	5445585	5445586	NC_029533.1	rtracklayer	promoter	5442533	5445832	.	+	.	tx_name=XR_004309186.1;gene_id=LOC107322215;ID=XR_004309186.1
NC_029533.1	5445585	5445586	NC_029533.1	rtracklayer	promoter	5442533	5445832	.	+	.	tx_name=XR_004309189.1;gene_id=LOC107322215;ID=XR_004309189.1
NC_029533.1	5445585	5445586	NC_029533.1	rtracklayer	promoter	5442533	5445832	.	+	.	tx_name=XR_004309190.1;gene_id=LOC107322215;ID=XR_004309190.1
NC_029533.1	5445585	5445586	NC_029533.1	rtracklayer	promoter	5442533	5445832	.	+	.	tx_name=XR_004309191.1;gene_id=LOC107322215;ID=XR_004309191.1
NC_029533.1	5445585	5445586	NC_029533.1	rtracklayer	promoter	5442533	5445832	.	+	.	tx_name=XR_004309194.1;gene_id=LOC107322215;ID=XR_004309194.1
NC_029533.1	5445585	5445586	NC_029533.1	rtracklayer	promoter	5442533	5445832	.	+	.	tx_name=XR_004309196.1;gene_id=LOC107322215;ID=XR_004309196.1
NC_029533.1	5445585	5445586	NC_029533.1	rtracklayer	promoter	5442533	5445832	.	+	.	tx_name=XR_004309198.1;gene_id=LOC107322215;ID=XR_004309198.1
NC_029533.1	5445585	5445586	NC_029533.1	rtracklayer	promoter	5442533	5445832	.	+	.	tx_name=XR_004309199.1;gene_id=LOC107322215;ID=XR_004309199.1
NC_029533.1	5445585	5445586	NC_029533.1	rtracklayer	promoter	5442533	5445832	.	+	.	tx_name=XR_004309200.1;gene_id=LOC107322215;ID=XR_004309200.1
NC_029533.1	5445585	5445586	NC_029533.1	rtracklayer	promoter	5442533	5445832	.	+	.	tx_name=XR_004309187.1;gene_id=LOC107322215;ID=XR_004309187.1
NC_029533.1	5445585	5445586	NC_029533.1	rtracklayer	promoter	5442533	5445832	.	+	.	tx_name=XR_004309192.1;gene_id=LOC107322215;ID=XR_004309192.1
NC_029533.1	5445585	5445586	NC_029533.1	rtracklayer	promoter	5442533	5445832	.	+	.	tx_name=XR_004309193.1;gene_id=LOC107322215;ID=XR_004309193.1
NC_029533.1	5445585	5445586	NC_029533.1	rtracklayer	promoter	5442533	5445832	.	+	.	tx_name=XR_004309188.1;gene_id=LOC107322215;ID=XR_004309188.1
NC_029533.1	5445585	5445586	NC_029533.1	rtracklayer	promoter	5442533	5445832	.	+	.	tx_name=XR_004309195.1;gene_id=LOC107322215;ID=XR_004309195.1
NC_029533.1	5445585	5445586	NC_029533.1	rtracklayer	promoter	5442533	5445832	.	+	.	tx_name=XR_004309197.1;gene_id=LOC107322215;ID=XR_004309197.1
NC_029533.1	5445585	5445586	NC_029533.1	rtracklayer	promoter	5442533	5445832	.	+	.	tx_name=XR_004309201.1;gene_id=LOC107322215;ID=XR_004309201.1
NC_029533.1	7981249	7981250	NC_029533.1	rtracklayer	promoter	7978107	7981406	.	+	.	tx_name=XM_015880135.2;gene_id=TMEM100;ID=XM_015880135.2
NC_029533.1	7981249	7981250	NC_029533.1	rtracklayer	promoter	7978108	7981407	.	+	.	tx_name=XM_015880138.2;gene_id=TMEM100;ID=XM_015880138.2
NC_029533.1	7981249	7981250	NC_029533.1	rtracklayer	promoter	7978690	7981989	.	+	.	tx_name=XM_015880136.2;gene_id=TMEM100;ID=XM_015880136.2
NC_029534.1	4314150	4314151	NC_029534.1	rtracklayer	promoter	4311004	4314303	.	+	.	tx_name=XM_015880528.2;gene_id=HIC1;ID=XM_015880528.2
NC_029534.1	4314150	4314151	NC_029534.1	rtracklayer	promoter	4311433	4314732	.	+	.	tx_name=XM_015880529.2;gene_id=HIC1;ID=XM_015880529.2
NC_029534.1	4314150	4314151	NC_029534.1	rtracklayer	promoter	4311735	4315034	.	+	.	tx_name=XM_015880530.1;gene_id=HIC1;ID=XM_015880530.1
NC_029536.1	463888	463889	NC_029536.1	rtracklayer	promoter	461612	464911	.	+	.	tx_name=XM_015882520.2;gene_id=PLEKHG5;ID=XM_015882520.2
NC_029536.1	463888	463889	NC_029536.1	rtracklayer	promoter	461613	464912	.	+	.	tx_name=XM_015882521.2;gene_id=PLEKHG5;ID=XM_015882521.2
NC_029536.1	463900	463901	NC_029536.1	rtracklayer	promoter	461612	464911	.	+	.	tx_name=XM_015882520.2;gene_id=PLEKHG5;ID=XM_015882520.2
NC_029536.1	463900	463901	NC_029536.1	rtracklayer	promoter	461613	464912	.	+	.	tx_name=XM_015882521.2;gene_id=PLEKHG5;ID=XM_015882521.2
NC_029536.1	463956	463957	NC_029536.1	rtracklayer	promoter	461612	464911	.	+	.	tx_name=XM_015882520.2;gene_id=PLEKHG5;ID=XM_015882520.2
NC_029536.1	463956	463957	NC_029536.1	rtracklayer	promoter	461613	464912	.	+	.	tx_name=XM_015882521.2;gene_id=PLEKHG5;ID=XM_015882521.2
NC_029537.1	1288097	1288098	NC_029537.1	rtracklayer	promoter	1286352	1289651	.	-	.	tx_name=XM_015882968.2;gene_id=ACTG2;ID=XM_015882968.2
NC_029537.1	1288124	1288125	NC_029537.1	rtracklayer	promoter	1286352	1289651	.	-	.	tx_name=XM_015882968.2;gene_id=ACTG2;ID=XM_015882968.2
NC_029537.1	1288125	1288126	NC_029537.1	rtracklayer	promoter	1286352	1289651	.	-	.	tx_name=XM_015882968.2;gene_id=ACTG2;ID=XM_015882968.2
NC_029537.1	1288126	1288127	NC_029537.1	rtracklayer	promoter	1286352	1289651	.	-	.	tx_name=XM_015882968.2;gene_id=ACTG2;ID=XM_015882968.2
NC_029537.1	1288127	1288128	NC_029537.1	rtracklayer	promoter	1286352	1289651	.	-	.	tx_name=XM_015882968.2;gene_id=ACTG2;ID=XM_015882968.2
NC_029537.1	1288177	1288178	NC_029537.1	rtracklayer	promoter	1286352	1289651	.	-	.	tx_name=XM_015882968.2;gene_id=ACTG2;ID=XM_015882968.2
NC_029537.1	1288183	1288184	NC_029537.1	rtracklayer	promoter	1286352	1289651	.	-	.	tx_name=XM_015882968.2;gene_id=ACTG2;ID=XM_015882968.2
NC_029537.1	1288184	1288185	NC_029537.1	rtracklayer	promoter	1286352	1289651	.	-	.	tx_name=XM_015882968.2;gene_id=ACTG2;ID=XM_015882968.2
NC_029537.1	1288202	1288203	NC_029537.1	rtracklayer	promoter	1286352	1289651	.	-	.	tx_name=XM_015882968.2;gene_id=ACTG2;ID=XM_015882968.2
NC_029543.1	1175376	1175377	NC_029543.1	rtracklayer	promoter	1172490	1175789	.	+	.	tx_name=XM_015886596.2;gene_id=LINGO3;ID=XM_015886596.2
NW_015439878.1	91645	91646	NW_015439878.1	rtracklayer	promoter	89138	92437	.	+	.	tx_name=XM_015850497.2;gene_id=EPHB4;ID=XM_015850497.2
NW_015439878.1	91645	91646	NW_015439878.1	rtracklayer	promoter	91552	94851	.	-	.	tx_name=XM_032441663.1;gene_id=SRRT;ID=XM_032441663.1
NW_015439878.1	91668	91669	NW_015439878.1	rtracklayer	promoter	89138	92437	.	+	.	tx_name=XM_015850497.2;gene_id=EPHB4;ID=XM_015850497.2
NW_015439878.1	91668	91669	NW_015439878.1	rtracklayer	promoter	91552	94851	.	-	.	tx_name=XM_032441663.1;gene_id=SRRT;ID=XM_032441663.1
NW_015439878.1	91678	91679	NW_015439878.1	rtracklayer	promoter	89138	92437	.	+	.	tx_name=XM_015850497.2;gene_id=EPHB4;ID=XM_015850497.2
NW_015439878.1	91678	91679	NW_015439878.1	rtracklayer	promoter	91552	94851	.	-	.	tx_name=XM_032441663.1;gene_id=SRRT;ID=XM_032441663.1
NW_015439878.1	91701	91702	NW_015439878.1	rtracklayer	promoter	89138	92437	.	+	.	tx_name=XM_015850497.2;gene_id=EPHB4;ID=XM_015850497.2
NW_015439878.1	91701	91702	NW_015439878.1	rtracklayer	promoter	91552	94851	.	-	.	tx_name=XM_032441663.1;gene_id=SRRT;ID=XM_032441663.1
NW_015439878.1	91710	91711	NW_015439878.1	rtracklayer	promoter	89138	92437	.	+	.	tx_name=XM_015850497.2;gene_id=EPHB4;ID=XM_015850497.2
NW_015439878.1	91710	91711	NW_015439878.1	rtracklayer	promoter	91552	94851	.	-	.	tx_name=XM_032441663.1;gene_id=SRRT;ID=XM_032441663.1
