chrom	start	end	p-value
NC_029517.1	131273302	131273303	0.345181494975856
NC_029517.1	131273305	131273306	0.424437338955076
NC_029517.1	131440409	131440410	0.370065351343924
NC_029517.1	131440423	131440424	0.196274747812675
NC_029517.1	131440424	131440425	0.599719615992502
NC_029517.1	131440468	131440469	0.146974709827146
NC_029517.1	131440469	131440470	0.979942035687072
NC_029517.1	131608869	131608870	0.539179700362295
NC_029517.1	131608985	131608986	0.743088210009827
NC_029517.1	131609028	131609029	0.957908643574727
NC_029517.1	131609072	131609073	0.199514975922999
NC_029517.1	131609123	131609124	0.240856588690451
NC_029517.1	131615649	131615650	0.00155438877439081
NC_029517.1	131615689	131615690	0.896796005574946
NC_029517.1	131615701	131615702	0.42863097683489
NC_029517.1	131783313	131783314	0.220384281092251
NC_029517.1	131783318	131783319	0.858307696198371
NC_029517.1	132746440	132746441	0.918535811489613
NC_029517.1	132902104	132902105	0.693473977332815
NC_029517.1	133907399	133907400	0.476749942249177
NC_029517.1	133907441	133907442	0.361788474566954
NC_029517.1	133907518	133907519	0.882862414163509
NC_029517.1	133923264	133923265	0.893638276582027
NC_029517.1	133923273	133923274	0.0486312025340558
NC_029517.1	133923322	133923323	0.466126355949526
NC_029517.1	133930210	133930211	0.444219980116237
NC_029517.1	133930271	133930272	0.865736115420886
NC_029517.1	134058845	134058846	0.90898262651391
NC_029517.1	134058848	134058849	0.819869973087478
NC_029517.1	134058854	134058855	0.743527116850685
NC_029517.1	134058871	134058872	0.666935032257352
NC_029517.1	134058945	134058946	0.677608481508767
NC_029517.1	134061525	134061526	0.59339230890641
NC_029517.1	134111340	134111341	0.825775962026745
NC_029517.1	134111370	134111371	0.0350153760923485
NC_029517.1	134244512	134244513	0.200815907557846
NC_029517.1	134244519	134244520	0.395290824292853
NC_029517.1	134244572	134244573	0.00334237013893524
NC_029517.1	134344352	134344353	0.732463451532344
NC_029517.1	134344377	134344378	0.646367074017217
NC_029517.1	134344381	134344382	0.374406281896745
NC_029517.1	134358205	134358206	0.0667029996444168
NC_029517.1	134358217	134358218	0.209121673908322
NC_029517.1	134358242	134358243	0.864022666433095
NC_029517.1	134358282	134358283	0.324904124524118
NC_029517.1	134358285	134358286	0.786086832067421
NC_029517.1	134396491	134396492	0.483151491847891
NC_029517.1	134396506	134396507	0.140372055467375
NC_029517.1	134396531	134396532	0.386226713085339
NC_029517.1	134476249	134476250	0.070847489800569
NC_029517.1	134485993	134485994	0.0734863956727392
NC_029517.1	134486010	134486011	0.127767750006443
NC_029517.1	134486043	134486044	0.062957543286153
NC_029517.1	134486092	134486093	0.988805646460727
NC_029517.1	134492055	134492056	0.402537794573836
NC_029517.1	134492137	134492138	0.429362998459401
NC_029517.1	134524643	134524644	0.843304514528381
NC_029517.1	134524656	134524657	0.462345186289112
NC_029517.1	134531626	134531627	0.0328095076812108
NC_029517.1	134531638	134531639	0.0788976104083549
NC_029517.1	134531718	134531719	0.00450696454696849
NC_029517.1	134531744	134531745	0.33506559952707
NC_029517.1	134531754	134531755	0.0593769288929872
NC_029517.1	134531805	134531806	0.371943191693548
NC_029517.1	134531827	134531828	0.0312208296758633
NC_029517.1	134531838	134531839	0.171611082600644
NC_029517.1	134609586	134609587	0.913741748178387
NC_029517.1	134650746	134650747	0.752834858629237
NC_029517.1	134650765	134650766	0.314291357165796
NC_029517.1	134650779	134650780	0.0819398732062573
NC_029517.1	134650844	134650845	0.941078031552314
NC_029517.1	134650849	134650850	0.151528649656225
NC_029517.1	134652311	134652312	0.00524743127255804
NC_029517.1	134684429	134684430	0.000924761769279539
NC_029517.1	134684603	134684604	0.404344872734657
NC_029517.1	134684641	134684642	0.246030729844659
NC_029517.1	134684642	134684643	0.473718162628103
NC_029517.1	134684649	134684650	0.403780230923076
NC_029517.1	134684670	134684671	0.0762364523553155
NC_029517.1	134691319	134691320	0.306833254110373
NC_029517.1	134691366	134691367	0.0149676757657871
NC_029517.1	134695862	134695863	0.2556814322634
NC_029517.1	134695907	134695908	0.270980286260148
NC_029517.1	134695908	134695909	0.300428407502177
NC_029517.1	134695922	134695923	0.0886111517707862
NC_029517.1	134695923	134695924	0.264837401150263
NC_029517.1	134695965	134695966	0.465332792607023
NC_029517.1	134696043	134696044	0.0366566214160711
NC_029517.1	134696052	134696053	0.426113133726598
NC_029517.1	134696064	134696065	0.254273967379167
NC_029517.1	134696091	134696092	0.728876945462925
NC_029517.1	134696103	134696104	0.0868400314125341
NC_029517.1	134696186	134696187	0.332810538159391
NC_029517.1	134696211	134696212	0.579043468366489
NC_029517.1	134696598	134696599	0.862089891912163
NC_029517.1	134709558	134709559	0.464972496629151
NC_029517.1	134728591	134728592	0.00489861082040435
NC_029517.1	134728629	134728630	0.301573944329954
NC_029517.1	134728655	134728656	0.278829779487422
NC_029517.1	134728665	134728666	0.244698082705525
NC_029517.1	134728666	134728667	0.144164276812015
NC_029517.1	134728670	134728671	0.821132947236863
NC_029517.1	134728675	134728676	0.097914274480273
NC_029517.1	134728688	134728689	0.896820576196173
NC_029517.1	134728689	134728690	0.0157263644441175
NC_029517.1	134728747	134728748	0.136345785274296
NC_029517.1	134728753	134728754	0.00976708462755353
NC_029517.1	134783078	134783079	0.954026220963221
NC_029517.1	134783126	134783127	0.279628687415231
NC_029517.1	134783131	134783132	0.1471141644657
NC_029517.1	134783134	134783135	0.194385471542254
NC_029517.1	134804016	134804017	0.0335437440039733
NC_029518.1	169588	169589	0.131215446249206
NC_029518.1	169615	169616	0.369077433070531
NC_029518.1	169624	169625	0.33465929869071
NC_029518.1	169647	169648	0.571453904857269
NC_029518.1	184334	184335	0.254892609996171
NC_029518.1	187347	187348	0.0058082458161214
NC_029518.1	187398	187399	0.214906144233805
NC_029518.1	187446	187447	0.577532391161711
NC_029518.1	457729	457730	0.901106824180202
NC_029518.1	457804	457805	0.834757590624586
NC_029518.1	922004	922005	0.996857822040525
NC_029518.1	922085	922086	0.665146309204415
NC_029518.1	922086	922087	0.368939304548256
NC_029518.1	922099	922100	0.766826701632188
NC_029518.1	922100	922101	0.379661435155008
NC_029518.1	922110	922111	0.839897468210742
NC_029518.1	932973	932974	0.91393574568124
NC_029518.1	932992	932993	0.968133350745927
NC_029518.1	932994	932995	0.0545962464234072
NC_029518.1	933007	933008	0.648465382430565
NC_029518.1	933010	933011	0.523537265552936
NC_029518.1	933018	933019	0.597927006282096
NC_029518.1	939410	939411	0.102897868584964
NC_029518.1	939440	939441	0.950125495845686
NC_029518.1	939493	939494	0.45285630208304
NC_029518.1	939494	939495	0.148771559586492
NC_029518.1	939498	939499	0.622961532898842
NC_029518.1	939522	939523	0.737758249168727
NC_029518.1	939527	939528	0.753937271736901
NC_029518.1	939556	939557	0.748046431087746
NC_029518.1	939557	939558	0.41849343937229
NC_029518.1	939558	939559	0.876442433401962
NC_029518.1	939559	939560	0.740909184590344
NC_029518.1	939580	939581	0.837233485011494
NC_029518.1	939581	939582	0.139423612930886
NC_029518.1	939585	939586	0.872813128705852
NC_029518.1	939586	939587	0.0141092678245272
NC_029518.1	939612	939613	0.286875241719225
NC_029518.1	939640	939641	0.0629553257137574
NC_029518.1	983131	983132	0.345155177463502
NC_029518.1	983144	983145	0.200055052387611
NC_029518.1	983151	983152	0.175863455909353
NC_029518.1	983153	983154	0.118282967576659
NC_029518.1	983160	983161	0.256123561072844
NC_029518.1	983168	983169	0.369261502512685
NC_029518.1	983172	983173	0.116652647382424
NC_029518.1	983184	983185	0.0693013944853274
NC_029518.1	983193	983194	0.989853083200456
NC_029518.1	983235	983236	0.873275162157898
NC_029518.1	983240	983241	0.517115592545936
NC_029518.1	983250	983251	0.6550492124126
NC_029518.1	983251	983252	0.154003900335837
NC_029518.1	983276	983277	0.756307048347997
NC_029518.1	983277	983278	0.0994277980514881
NC_029518.1	983282	983283	0.817600927865641
NC_029518.1	983283	983284	0.195608935621381
NC_029518.1	983304	983305	0.371584305316615
NC_029518.1	983305	983306	0.0612881207872234
NC_029518.1	983312	983313	0.781339986709599
NC_029518.1	983313	983314	0.11125906886216
NC_029518.1	983316	983317	0.507304586654111
NC_029518.1	983317	983318	0.0841736097909098
NC_029518.1	983333	983334	0.923036843594722
NC_029518.1	983334	983335	0.321265730695831
NC_029518.1	983343	983344	0.312192851784039
NC_029518.1	983346	983347	0.940542257028657
NC_029518.1	983494	983495	0.850690281555763
NC_029518.1	983514	983515	0.357017839184101
NC_029518.1	983515	983516	0.632154051108427
NC_029518.1	983519	983520	0.628641034542762
NC_029518.1	983520	983521	0.889820523676999
NC_029518.1	983523	983524	0.532466195636669
NC_029518.1	983524	983525	0.946169732162511
NC_029518.1	983533	983534	0.113852871566914
NC_029518.1	983534	983535	0.943137303488063
NC_029518.1	983540	983541	0.309512384683476
NC_029518.1	983541	983542	0.302142748444418
NC_029518.1	983546	983547	0.30670601552294
NC_029518.1	983547	983548	0.931629984713229
NC_029518.1	983549	983550	0.299544447780246
NC_029518.1	983550	983551	0.723531016005648
NC_029518.1	983555	983556	0.281204321598676
NC_029518.1	983556	983557	0.720358435024298
NC_029518.1	983559	983560	0.278176529736498
NC_029518.1	983560	983561	0.720262743618403
NC_029518.1	983581	983582	0.61603785750103
NC_029518.1	983582	983583	0.890895107180969
NC_029518.1	983583	983584	0.057290599479769
NC_029518.1	983584	983585	0.919568591408805
NC_029518.1	983586	983587	0.767188862356759
NC_029518.1	983587	983588	0.99894709932865
NC_029518.1	983596	983597	0.99838440781187
NC_029518.1	983615	983616	0.712165680614845
NC_029518.1	985316	985317	0.425341256259735
NC_029518.1	992162	992163	0.00549422036636326
NC_029518.1	992185	992186	0.394128144843822
NC_029518.1	992189	992190	0.0138757797117603
NC_029518.1	992211	992212	0.343467248816011
NC_029518.1	992241	992242	0.119015493304241
NC_029518.1	1066789	1066790	0.0144099137481217
NC_029518.1	1066837	1066838	0.567804079447577
NC_029518.1	1071672	1071673	0.769734247075156
NC_029518.1	1071695	1071696	0.0254760557159682
NC_029518.1	1073635	1073636	0.858211292632902
NC_029518.1	1073651	1073652	0.57968662621111
NC_029518.1	1073720	1073721	0.209958670351121
NC_029518.1	1074467	1074468	0.870024217456954
NC_029518.1	1074478	1074479	0.912185848789812
NC_029518.1	1074479	1074480	0.457381384115661
NC_029518.1	1074480	1074481	0.146231711937453
NC_029518.1	1074481	1074482	0.408887076366567
NC_029518.1	1074488	1074489	0.732953302593168
NC_029518.1	1074489	1074490	0.372028924046973
NC_029518.1	1074492	1074493	0.148611596290913
NC_029518.1	1074493	1074494	0.430894307794288
NC_029518.1	1074496	1074497	0.663070088352036
NC_029518.1	1074497	1074498	0.329835934330602
NC_029518.1	1074498	1074499	0.64975054420467
NC_029518.1	1074499	1074500	0.636444320250836
NC_029518.1	1074508	1074509	0.824945535987756
NC_029518.1	1074509	1074510	0.712995004963255
NC_029518.1	1074523	1074524	0.0702123486582584
NC_029518.1	1074532	1074533	0.278250391120942
NC_029518.1	1074533	1074534	0.861451422716744
NC_029518.1	1074535	1074536	0.038281913317626
NC_029518.1	1074545	1074546	0.476286456155475
NC_029518.1	1074546	1074547	0.285992997543133
NC_029518.1	1074563	1074564	0.473345518758761
NC_029518.1	1074564	1074565	0.960271984425052
NC_029518.1	1076325	1076326	0.73543177626457
NC_029518.1	1076329	1076330	0.342380497044049
NC_029518.1	1076331	1076332	0.752852874973549
NC_029518.1	1076342	1076343	0.975911555438531
NC_029518.1	1076349	1076350	0.642279350392351
NC_029518.1	1076360	1076361	0.274996677661846
NC_029518.1	1076372	1076373	0.855413168641893
NC_029518.1	1076857	1076858	0.606065702915656
NC_029518.1	1077219	1077220	0.694244081452622
NC_029518.1	1077227	1077228	0.968000606086485
NC_029518.1	1086114	1086115	0.163642536422055
NC_029518.1	1087786	1087787	0.328307229149144
NC_029518.1	1087848	1087849	0.437931821220974
NC_029518.1	1093196	1093197	0.836133623523265
NC_029518.1	1093229	1093230	0.82593192465111
NC_029518.1	1093238	1093239	0.319216260090253
NC_029518.1	1139063	1139064	0.671383718730815
NC_029518.1	1139142	1139143	0.00730800901894516
NC_029518.1	1289120	1289121	0.537696190109909
NC_029518.1	1289128	1289129	0.746432076741378
NC_029518.1	1289211	1289212	0.893101290221817
NC_029518.1	1289212	1289213	0.542849368277968
NC_029518.1	1289247	1289248	0.156638557984649
NC_029518.1	1425973	1425974	0.000554726315338456
NC_029518.1	1428213	1428214	0.496579911968265
NC_029518.1	1428217	1428218	0.366202478639768
NC_029518.1	1428228	1428229	0.111868518894276
NC_029518.1	1428233	1428234	0.149830215499123
NC_029518.1	1428239	1428240	0.0643766595300618
NC_029518.1	1428253	1428254	0.353796843946216
NC_029518.1	1428276	1428277	0.474178786161457
NC_029518.1	1455029	1455030	0.090764415205236
NC_029518.1	1455030	1455031	0.588531839319259
NC_029518.1	1515084	1515085	0.630710334073688
NC_029518.1	1616208	1616209	0.222127327451394
NC_029518.1	1617206	1617207	0.445641619871125
NC_029518.1	1617207	1617208	0.0100731303359155
NC_029518.1	1617238	1617239	0.105779150849468
NC_029518.1	1617239	1617240	0.576354962667633
NC_029518.1	1617245	1617246	0.499397850309464
NC_029518.1	1617246	1617247	0.885512072109178
NC_029518.1	1617296	1617297	0.941734149407702
NC_029518.1	1617297	1617298	0.0312645203023459
NC_029518.1	1617307	1617308	0.129591453635162
NC_029518.1	1632833	1632834	0.270180966929072
NC_029518.1	1632891	1632892	0.766889774185879
NC_029518.1	1675703	1675704	0.0991025702976138
NC_029518.1	1675796	1675797	0.0504876037016246
NC_029518.1	1681754	1681755	0.48182145794857
NC_029518.1	1681771	1681772	0.0620244080325707
NC_029518.1	1681790	1681791	0.211858929888509
NC_029518.1	1681808	1681809	0.13923443264799
NC_029518.1	1681824	1681825	0.659264453280584
NC_029518.1	1688347	1688348	0.945896232491334
NC_029518.1	1688801	1688802	0.0964465303883672
NC_029518.1	1690069	1690070	0.502809124155591
NC_029518.1	1692122	1692123	0.108954605374343
NC_029518.1	1692181	1692182	0.443453096701313
NC_029518.1	1692182	1692183	0.38777751715566
NC_029518.1	1692192	1692193	0.810561006015793
NC_029518.1	1692193	1692194	0.732622187026748
NC_029518.1	1692236	1692237	0.460427401829981
NC_029518.1	1692242	1692243	0.546591238457389
NC_029518.1	1721646	1721647	0.0516022881159635
NC_029518.1	1741372	1741373	0.510728316281551
NC_029518.1	1812400	1812401	0.281984711838479
NC_029518.1	1812456	1812457	0.674493663383072
NC_029518.1	1826793	1826794	0.859336801928839
NC_029518.1	1826817	1826818	0.395245562667494
NC_029518.1	1826828	1826829	0.859789438153937
NC_029518.1	1879158	1879159	0.495662500999914
NC_029518.1	1932038	1932039	0.310040013851812
NC_029518.1	1932074	1932075	0.509151996492722
NC_029518.1	1946183	1946184	0.670448040452887
NC_029518.1	1946195	1946196	0.533783103373454
NC_029518.1	1946212	1946213	0.665776025787099
NC_029518.1	1959940	1959941	0.156708754658047
NC_029518.1	1959973	1959974	0.0878581485634261
NC_029518.1	1965452	1965453	0.598823509878987
NC_029518.1	2094769	2094770	0.0321330404498332
NC_029518.1	2094798	2094799	0.586115619034177
NC_029518.1	2094805	2094806	0.448785251832985
NC_029518.1	2095361	2095362	0.220179511161068
NC_029518.1	2095391	2095392	0.469516850055744
NC_029518.1	2096070	2096071	0.119632189926035
NC_029518.1	2096080	2096081	0.459580219711717
NC_029518.1	2096290	2096291	0.631878706611965
NC_029518.1	2096305	2096306	0.570483496417733
NC_029518.1	2096314	2096315	0.792573875632241
NC_029518.1	2097246	2097247	0.498025589105741
NC_029518.1	2097269	2097270	0.324204483453261
NC_029518.1	2097288	2097289	0.429679333685976
NC_029518.1	2098299	2098300	0.531155810554991
NC_029518.1	2098365	2098366	0.330354739455353
NC_029518.1	2098367	2098368	0.124970423183259
NC_029518.1	2099451	2099452	0.67153700226183
NC_029518.1	2099464	2099465	0.352720255445628
NC_029518.1	2099465	2099466	0.0537135484484929
NC_029518.1	2099480	2099481	0.998882825960044
NC_029518.1	2099481	2099482	0.378046953694146
NC_029518.1	2099490	2099491	0.977233420289087
NC_029518.1	2099496	2099497	0.647264570457344
NC_029518.1	2099497	2099498	0.826882857450002
NC_029518.1	2099515	2099516	0.285015733238348
NC_029518.1	2099516	2099517	0.510418703376715
NC_029518.1	2099524	2099525	0.797314907868504
NC_029518.1	2099525	2099526	0.861892284184514
NC_029518.1	2099526	2099527	0.257839275776274
NC_029518.1	2099527	2099528	0.337023826223113
NC_029518.1	2099533	2099534	0.0531303854809536
NC_029518.1	2099534	2099535	0.530884920597154
NC_029518.1	2100105	2100106	0.0775142350245123
NC_029518.1	2100128	2100129	0.291941347808846
NC_029518.1	2100142	2100143	0.227603872899136
NC_029518.1	2100159	2100160	0.68471686720854
NC_029518.1	2100164	2100165	0.939067015906359
NC_029518.1	2100169	2100170	0.378723566002188
NC_029518.1	2100175	2100176	0.878751559699225
NC_029518.1	2100181	2100182	0.88228419931547
NC_029518.1	2100186	2100187	0.976124020846589
NC_029518.1	2100191	2100192	0.494213982237908
NC_029518.1	2100196	2100197	0.632690043569426
NC_029518.1	2100283	2100284	0.420915174509932
NC_029518.1	2100284	2100285	0.40940054357199
NC_029518.1	2100293	2100294	0.33891957438626
NC_029518.1	2100294	2100295	0.385945902740971
NC_029518.1	2100297	2100298	0.855672040154611
NC_029518.1	2100299	2100300	0.0247701670165798
NC_029518.1	2100300	2100301	0.767583834807859
NC_029518.1	2100303	2100304	0.554833608832719
NC_029518.1	2100304	2100305	0.62173026918741
NC_029518.1	2100308	2100309	0.936431286358335
NC_029518.1	2100309	2100310	0.369891391002463
NC_029518.1	2100326	2100327	0.609510574612267
NC_029518.1	2100327	2100328	0.209917214794889
NC_029518.1	2100336	2100337	0.435714555063373
NC_029518.1	2100337	2100338	0.688291131013583
NC_029518.1	2100346	2100347	0.583185808621863
NC_029518.1	2100347	2100348	0.858218287442873
NC_029518.1	2100362	2100363	0.593245910466659
NC_029518.1	2100363	2100364	0.0324305359425695
NC_029518.1	2100364	2100365	0.349402073905444
NC_029518.1	2100365	2100366	0.689589880229612
NC_029518.1	2100372	2100373	0.206410704595093
NC_029518.1	2100373	2100374	0.869741771621835
NC_029518.1	2100379	2100380	0.892261826678645
NC_029518.1	2101093	2101094	0.92296498062067
NC_029518.1	2101096	2101097	0.997791043826886
NC_029518.1	2101105	2101106	0.588388332671114
NC_029518.1	2101107	2101108	0.512963585854758
NC_029518.1	2101110	2101111	0.418639083711633
NC_029518.1	2101114	2101115	0.140272631864961
NC_029518.1	2101128	2101129	0.683626841572686
NC_029518.1	2101150	2101151	0.388610892300163
NC_029518.1	2101165	2101166	0.556507809648216
NC_029518.1	2101186	2101187	0.913435255537076
NC_029518.1	2101191	2101192	0.411268606655221
NC_029518.1	2101192	2101193	0.353930622435004
NC_029518.1	2101197	2101198	0.574539970789909
NC_029518.1	2101257	2101258	0.174137570577307
NC_029518.1	2101262	2101263	0.0821536727645625
NC_029518.1	2101297	2101298	0.711990799464171
NC_029518.1	2102381	2102382	0.894877866300834
NC_029518.1	2102457	2102458	0.102693207514631
NC_029518.1	2102471	2102472	0.43185769652586
NC_029518.1	2102476	2102477	0.020559015079681
NC_029518.1	2102481	2102482	0.468434121618032
NC_029518.1	2104053	2104054	0.387062184018023
NC_029518.1	2145196	2145197	0.0633304685433314
NC_029518.1	2145203	2145204	0.170604654261239
NC_029518.1	2145211	2145212	0.00546535765552295
NC_029518.1	2145213	2145214	0.0889269261798347
NC_029518.1	2145214	2145215	0.845645194394124
NC_029518.1	2145224	2145225	0.1026271879425
NC_029518.1	2145225	2145226	0.631130638865963
NC_029518.1	2145231	2145232	0.0136198659079596
NC_029518.1	2145232	2145233	0.137657045030481
NC_029518.1	2145233	2145234	0.0087847479715953
NC_029518.1	2145234	2145235	0.148982292716886
NC_029518.1	2145236	2145237	0.034104556908799
NC_029518.1	2145237	2145238	0.292714098403162
NC_029518.1	2145258	2145259	0.42974249919365
NC_029518.1	2145259	2145260	0.077889879214025
NC_029518.1	2145265	2145266	0.203592248271837
NC_029518.1	2145266	2145267	0.818317979661345
NC_029518.1	2145287	2145288	0.859774460391202
NC_029518.1	2145313	2145314	0.210895521540801
NC_029518.1	2148828	2148829	0.0256450881747107
NC_029518.1	2148829	2148830	0.196497522511696
NC_029518.1	2148842	2148843	0.004248599057437
NC_029518.1	2148900	2148901	0.827005481603536
NC_029518.1	2149979	2149980	0.629310566237203
NC_029518.1	2174390	2174391	0.389245951532675
NC_029518.1	2267584	2267585	0.813297775247783
NC_029518.1	2267609	2267610	0.0620326012505772
NC_029518.1	2267684	2267685	0.055523145871057
NC_029518.1	2272677	2272678	0.552870230651244
NC_029518.1	2285181	2285182	0.0827640045606123
NC_029518.1	2285192	2285193	0.120093156891715
NC_029518.1	2285206	2285207	0.405336039902855
NC_029518.1	2285207	2285208	0.0187750610151779
NC_029518.1	2285212	2285213	0.163902529257482
NC_029518.1	2285213	2285214	0.405072356819692
NC_029518.1	2285216	2285217	0.348529365253524
NC_029518.1	2285217	2285218	0.037814638253379
NC_029518.1	2285226	2285227	0.629356974685414
NC_029518.1	2285227	2285228	0.0577786399012334
NC_029518.1	2285246	2285247	0.714289570221762
NC_029518.1	2285247	2285248	0.478536441461677
NC_029518.1	2285261	2285262	0.676683758200838
NC_029518.1	2285262	2285263	0.616597903890829
NC_029518.1	2285282	2285283	0.339867972779005
NC_029518.1	2285283	2285284	0.477290731541957
NC_029518.1	2285300	2285301	0.243056024162889
NC_029518.1	2285307	2285308	0.413522381470879
NC_029518.1	2298585	2298586	0.0478698863837575
NC_029518.1	2298611	2298612	0.497733908298893
NC_029518.1	2316968	2316969	0.815716914078527
NC_029518.1	2316969	2316970	0.944903529708535
NC_029518.1	2316971	2316972	0.721095731833562
NC_029518.1	2316973	2316974	0.830024850224131
NC_029518.1	2316974	2316975	0.770399983492443
NC_029518.1	2316977	2316978	0.869842581872735
NC_029518.1	2316980	2316981	0.696812078203903
NC_029518.1	2316994	2316995	0.833453158710474
NC_029518.1	2316995	2316996	0.890821031343202
NC_029518.1	2317051	2317052	0.443467474822475
NC_029518.1	2318661	2318662	0.697631319597002
NC_029518.1	2318664	2318665	0.0014718109826007
NC_029518.1	2318672	2318673	0.135965561500478
NC_029518.1	2318679	2318680	0.159864932412407
NC_029518.1	2318689	2318690	0.060867947454016
NC_029518.1	2318692	2318693	0.226471828155627
NC_029518.1	2318695	2318696	0.501472036328558
NC_029518.1	2318713	2318714	0.126280269825508
NC_029518.1	2318727	2318728	0.210935863888502
NC_029518.1	2318734	2318735	0.0604911295170207
NC_029518.1	2318737	2318738	0.0717340635147004
NC_029518.1	2318741	2318742	0.182708136993779
NC_029518.1	2318742	2318743	0.162549676629665
NC_029518.1	2318746	2318747	0.224386258559547
NC_029518.1	2318754	2318755	0.0888363050338029
NC_029518.1	2318759	2318760	0.333718169691087
NC_029518.1	2318777	2318778	0.437532137148853
NC_029518.1	2318778	2318779	0.21970953434878
NC_029518.1	2318781	2318782	0.790231967879671
NC_029518.1	2318791	2318792	0.239212312478243
NC_029518.1	2318792	2318793	0.247724732835138
NC_029518.1	2318806	2318807	0.820342980125305
NC_029518.1	2318821	2318822	0.404920391454769
NC_029518.1	2318830	2318831	0.000235432614380853
NC_029518.1	2318856	2318857	0.0119782358684306
NC_029518.1	2318859	2318860	0.0476004759384194
NC_029518.1	2318866	2318867	0.227312506216377
NC_029518.1	2332555	2332556	0.0974481697785141
NC_029518.1	2332602	2332603	0.455127037766753
NC_029518.1	3033825	3033826	0.343724460469594
NC_029518.1	3033834	3033835	0.260546862069417
NC_029518.1	3033863	3033864	0.0702489655194148
NC_029518.1	3033877	3033878	0.137955848523472
NC_029518.1	3033936	3033937	0.504791024688057
NC_029518.1	3033964	3033965	0.759866516767091
NC_029518.1	3033965	3033966	0.593175428526895
NC_029518.1	3034013	3034014	0.78397360387044
NC_029518.1	3034014	3034015	0.610552636148807
NC_029518.1	3034026	3034027	0.631485458973453
NC_029518.1	3213469	3213470	0.731442100146266
NC_029518.1	3213505	3213506	0.605605259387286
NC_029518.1	3213506	3213507	0.533265438857368
NC_029518.1	3213551	3213552	0.851031422526753
NC_029518.1	3213552	3213553	0.912801514061998
NC_029518.1	3213574	3213575	0.706630976262491
NC_029518.1	3213591	3213592	0.746133692870794
NC_029518.1	3213595	3213596	0.320840488471601
NC_029518.1	3254691	3254692	0.569053241236005
NC_029518.1	3263774	3263775	0.337685295947627
NC_029518.1	3263786	3263787	0.611345615467558
NC_029518.1	3263787	3263788	0.975128849319635
NC_029518.1	3263850	3263851	0.747413426904407
NC_029518.1	3371780	3371781	0.749899130312456
NC_029518.1	3472469	3472470	0.124124154606559
NC_029518.1	3472505	3472506	0.853388025032187
NC_029518.1	3472532	3472533	0.542626265897389
NC_029518.1	3472592	3472593	0.404648640424517
NC_029518.1	3472673	3472674	0.368912499975197
NC_029518.1	3472680	3472681	0.421551592334444
NC_029518.1	3473558	3473559	0.724547495690246
NC_029518.1	3475683	3475684	0.490858152747451
NC_029518.1	3475695	3475696	0.234169114528602
NC_029518.1	3475698	3475699	0.198125375612287
NC_029518.1	3475710	3475711	0.139217954396676
NC_029518.1	3475746	3475747	0.911484162777695
NC_029518.1	3475749	3475750	0.440573316720515
NC_029518.1	3475762	3475763	0.110928979667653
NC_029518.1	3475772	3475773	0.129623924835357
NC_029518.1	3488123	3488124	0.268380731581935
NC_029518.1	3488150	3488151	0.284924131369402
NC_029518.1	3488155	3488156	0.313040094154743
NC_029518.1	3488219	3488220	0.452416616485067
NC_029518.1	3490441	3490442	0.0320821960048017
NC_029518.1	3490490	3490491	0.50613761603835
NC_029518.1	3490513	3490514	0.873684391044169
NC_029518.1	3490514	3490515	0.600849456250194
NC_029518.1	3490526	3490527	0.711696866072019
NC_029518.1	3490527	3490528	0.693641941642802
NC_029518.1	3490536	3490537	0.290393707208682
NC_029518.1	3490537	3490538	0.00915112991585324
NC_029518.1	3490552	3490553	0.284785346426444
NC_029518.1	3490846	3490847	0.847751911898238
NC_029518.1	3490868	3490869	0.275475468198958
NC_029518.1	3490878	3490879	0.150292725891611
NC_029518.1	3490879	3490880	0.401751229436274
NC_029518.1	3490905	3490906	0.761537230851491
NC_029518.1	3490906	3490907	0.426180347782935
NC_029518.1	3490913	3490914	0.303197588859327
NC_029518.1	3490914	3490915	0.590397391569028
NC_029518.1	3490920	3490921	0.851387774363742
NC_029518.1	3490921	3490922	0.272097260630965
NC_029518.1	3490925	3490926	0.219519648833208
NC_029518.1	3490933	3490934	0.281056755162714
NC_029518.1	3490941	3490942	0.199312527171087
NC_029518.1	3490953	3490954	0.0185564797987115
NC_029518.1	3490958	3490959	0.840309052891726
NC_029518.1	3490960	3490961	0.261118251706111
NC_029518.1	3490963	3490964	0.172491699050911
NC_029518.1	3490966	3490967	0.747203598447474
NC_029518.1	3490971	3490972	0.961253890718094
NC_029518.1	3490972	3490973	0.724794257002032
NC_029518.1	3490986	3490987	0.00257821246753012
NC_029518.1	3490998	3490999	0.503471892316716
NC_029518.1	3491007	3491008	0.0230856652129967
NC_029518.1	3491008	3491009	0.189873332403944
NC_029518.1	3491012	3491013	0.736487018664908
NC_029518.1	3491013	3491014	0.00836537969169704
NC_029518.1	3491038	3491039	0.567864134233922
NC_029518.1	3491039	3491040	0.0524293054049491
NC_029518.1	3491040	3491041	0.451500093865034
NC_029518.1	3491041	3491042	0.370371439100027
NC_029518.1	3491045	3491046	0.811978092100483
NC_029518.1	3491046	3491047	0.779204793880538
NC_029518.1	3491100	3491101	0.884953113031932
NC_029518.1	3494606	3494607	0.787820587976996
NC_029518.1	3494622	3494623	0.0304862995895468
NC_029518.1	3494638	3494639	0.172401027944869
NC_029518.1	3494668	3494669	0.170259110897714
NC_029518.1	3494872	3494873	0.928785190741127
